q1	q2	q3	q4	q5	q6	q7	ee_px	ee_py	ee_pz	ee_qx	ee_qy	ee_qz	ee_qw	ar_px	ar_py	ar_pz	ar_qx	ar_qy	ar_qz	ar_qw	
-0.16030303573475055	-0.05489918888504045	0.44708125001087523	-1.8048547078350134	-0.07014145653572725	1.6229568646759194	0.7802777524168293	0.5114664899003843	0.14830532980814187	0.546009259687949	-0.9672731688536509	0.24048114870695222	0.03325369824932664	-0.07379448140032993	0.09047969818115234	-0.016424903869628905	0.485	0.9934274000679564	-0.07390527691743713	0.027589453400738734	-0.08293872978907982
-0.19600382017671017	0.28740992886835287	0.7398580447626043	-1.839328384516532	-0.5625533257027467	1.7299038661850823	0.29050425006698494	0.5349195277496923	0.23786334098621487	0.39110356653059736	-0.9506080557835065	-0.2138665595117863	0.06636777231398025	-0.21494356887372398	0.07402093505859375	0.049837493896484376	0.365	0.9027884989701875	0.3723777172277626	0.10562207945410104	-0.18748796807045473
-0.44584858851121467	0.36305920583310697	0.6718010153268513	-1.6182767359750312	-0.23700152656767098	1.6471588354640536	0.5295181926615727	0.614727118502324	0.07294453269740331	0.4322270143217233	-0.9838160967319994	0.12796664148821368	0.11525908723141415	-0.049454719570753744	0.05791972732543945	0.02181437873840332	0.372	0.9898874908210493	0.038099567446070876	-0.05168624446301035	-0.12648996248611616
-0.4253619931058378	0.36437429275347005	0.7053172209443221	-1.6477909179289154	-0.23701211661254265	1.6477264210912916	1.2890150304014485	0.6040528126508998	0.10523304268964187	0.4227856770728122	-0.8791767953934098	0.456686106597531	0.09760088941047437	-0.09465742902090124	0.03558768844604492	-0.002843646764755249	0.36	0.9439835275746282	-0.29968604702947504	0.0004404627887189774	-0.13814187951573634
-0.7319294673905619	0.041638205612437765	0.7058206077847354	-1.8477714025625958	0.21869068333089414	1.6881936976012462	0.9902936699059733	0.5503825120972662	0.0020069934354110253	0.48907808698576993	-0.8523902263339607	0.49996170600039835	0.1399951651199634	0.062213731012889906	0.08301233673095704	-0.04041846084594727	0.416	0.9196456273230651	-0.35069398181738426	-0.1460203665417828	-0.0997181218116228
-0.6193041594425838	0.031648265888864754	1.0390671043981585	-1.936446016579194	-0.31054642698168755	1.8843164902263219	0.7218654646970524	0.5190613554892443	0.20239943310371844	0.47104844016128944	-0.9860066767841575	0.09644752793931888	-0.04353281635644277	-0.12881615423359383	0.0505396728515625	0.07317680358886719	0.433	0.9897461719655796	0.06936461922870264	0.11775695603410194	-0.041525461879683034
-0.6491816199505593	0.1959358498861915	1.0379591405414912	-1.9322669875213465	-0.30821132760577724	1.8855919181866487	1.426609151698649	0.5407773109581097	0.1753425323511798	0.42111929045054974	-0.8929819863062891	0.4411229369180837	-0.004285022071290716	-0.0893049004427374	0.06837384033203125	0.016424869537353514	0.373	0.9558691384522036	-0.2817419481793732	0.0677688881689483	-0.04840498514696699
-0.3468036465895325	0.8227466376538862	1.0468135193924466	-1.1996458122521116	-0.6210732780295146	1.2798898312780589	1.2778369353536343	0.6480459087791046	0.18479191595045769	0.4125005897501087	0.9258863985724873	-0.3236443039475746	-0.14157578548035857	0.13395909236172818	0.09946041107177735	0.008417698860168457	0.367	0.96689635054239	-0.15993962729637765	0.006469330924102861	-0.19871816898687983
-0.17213003362137366	0.8275828447592886	1.0808416311308733	-1.3038587754930848	-0.9222972376578383	1.1626638982031081	1.2698257325466236	0.5928129168416632	0.2844659074128789	0.3850888965947587	0.9334654746155611	-0.20401279545021983	-0.04474128856039563	0.2915805276270811	0.034819076538085934	0.0037523295879364014	0.377	0.9541566407989819	-0.038598929194561364	0.19109112105606146	-0.2271110101641346
-0.17380683743035555	0.8423784426950283	1.0802775731773384	-1.3050720265371758	-0.9222821679238848	1.162643281354509	0.561821378407379	0.5937974143321095	0.28331697099868747	0.3766235987851118	0.9454587851223847	0.1337102485035477	-0.15037031123646538	0.25616015415882487	0.09246151733398437	0.030103836059570312	0.37	0.9092684940172594	0.29171959664534725	0.0872925852795438	-0.2837436999756557
-0.5939185880380764	0.677342870386073	1.4409698940243638	-1.5655350069514904	-0.7977716042730544	1.3542758154537184	0.5858752794439593	0.5516820788854236	0.2471797707622479	0.48035256747875255	0.9778355461602722	0.13656393404390121	-0.06744894576961566	0.1436613249920184	0.10542192077636718	0.07953799438476562	0.445	0.940813983470594	0.3013449045990942	0.044673921355763604	-0.14854136706337015
-1.4555521891425576	1.0420355690236678	1.9781925078944156	-2.155081654565376	-1.0930472284184685	1.5596130654546945	0.8178934780625159	0.4897584901331768	0.03848520632931107	0.4679810877083569	-0.9960502405445594	0.0029168303906427773	-0.063214861688085	-0.062283960000583095	-0.00872343921661377	0.012036133766174316	0.409	0.9828370476646936	0.16668150970802392	0.07886538038722625	0.005372507383021312
-1.3058790180334487	1.0453525100507235	1.971572295146583	-2.154900439893106	-1.092833710772008	1.4389772925234605	0.2955848637595763	0.47335614385625513	0.09716695710027479	0.4555658511838336	-0.9418999799218375	-0.3186765838429114	0.0010172391483379006	-0.10615379389343044	0.09174185943603516	0.02221337890625	0.401	0.8743058259405552	0.4754733224104362	0.0636042759104683	-0.07395227169120841
-1.0531815280433305	1.0731923093126532	1.6991787757860557	-1.6963361482118304	-0.9909175461449281	1.3043588300693063	0.28775102927039065	0.5892603239327573	0.03757010689025325	0.43028121878881814	-0.9725803027979354	-0.20359680653439377	0.1106456347034704	-0.01983528420616871	0.08706246185302734	0.008371826171875	0.365	0.9222941933016009	0.3632442346041644	-0.07548758472302014	-0.10829899160042418
-1.5304155452644066	0.9798741273378068	2.0902397890741904	-2.433372420294243	-1.0744767556687196	1.6566243947876824	0.4674851984384796	0.40545115349685046	0.11285647174455005	0.42959285644486145	-0.9518186353158102	-0.2769709092758822	-0.05950915524675374	-0.11741831766064903	0.10368905639648437	0.035710906982421874	0.392	0.8924532918886923	0.4371050745399001	0.10632708283794345	-0.034070912281271855
-1.4211025673067361	0.9934453411585638	2.0881157781032096	-2.377690824174044	-1.0709461211112679	1.6457012237442865	1.4033609512812562	0.40822140306138555	0.144911016713613	0.4474600773438174	-0.9803395807778439	0.15292030405951923	-0.11148843295626468	-0.055857105936686094	0.07270276641845703	0.035785652160644534	0.415	0.9923131043372909	0.016792804305215812	0.11138720264034478	0.0512405676394587
-1.0607116288206548	0.9931466564337544	2.0822001706173547	-2.0122316360139005	-1.0723426884512106	1.1529541605980798	1.2381079477086026	0.4370112852310113	0.17789786495195015	0.5240502294032472	-0.9808817630768997	0.07148067760096549	-0.05824716008006811	-0.17137312489263606	0.019264644622802734	-0.029314254760742186	0.477	0.9785370366966921	0.09993982727695108	0.1666792263973345	-0.06852250888792627
-1.0859797103797135	1.0211833713302354	2.0261857355352033	-2.0089389168254117	-1.0723264664510885	1.2091508038563288	1.5982441621725638	0.45973145567253226	0.15878180966465705	0.5038003717785294	-0.9514137320839284	0.26754758642736975	-0.0637874251783797	-0.13842457797707888	-0.006733865737915039	-0.016111871719360352	0.454	0.9843808490456539	-0.09937174391483727	0.14052988972780517	-0.037026350570538345
-1.0742406117611534	1.0303709815510533	1.8965296351784153	-1.9331728605303846	-1.072887493977944	1.3976980493981161	1.0503071573749185	0.5155234012367684	0.1423412915347729	0.4801365624353041	-0.9959409077364971	0.04564880820904288	-0.024631542586829595	-0.07356073487866571	0.05913039398193359	0.06414599609375	0.429	0.9900207030054314	0.12470133255347012	0.06240295619233561	-0.020358200767200487
-0.30652902407480054	1.0879966858335832	1.4294215820183007	-1.2550296730024117	-1.3445326167205829	1.0742319009039136	0.6058561241005858	0.6334575615500943	0.253917400708011	0.38864185903044085	0.9569010312440785	0.11585920856850962	-0.07565521012198151	0.2553298834357154	-0.009167184829711914	0.055167278289794924	0.373	0.9243869367886386	0.2805111365523526	0.14061244556728666	-0.21691111893172182
